,text,task_1
2909,चुप बे हरामी आतंकी चोर तुच्चे scoundrels भणुवे बलात्कारी बेईमान साले बिजली Thief हराम के पिल्ले हलाला की पैदाइश जिहादी Katuve सुअर साले पाकिस्तानी पिल्ले इस नफूंसक और विश्वासघाती सरकार की Reason From बचा Is you नही तुझे तो broken हुई चप्पलों से ran दौड़ाकर मारना चाहिए,HOF
2910,रोज़ दिन में चार बार कौन भेनचोद लाउडस्पीकर पर उर्दू में रैप does Is.,HOF
2911,बेवकूफ बना रहा है तुम लोगों ने लूट took साले पूरी दिल्ली To Lokayukta लोकपाल अन्ना सब Lie बोल बोल कर तू I lose निकला केजरीवाल,HOF
2912,We #देशभक्त है इसलिए तो #मोदी_जी और #भाजपा के #समर्थक हैं । तेरी Kind #थूक Tax #lick वाले #कुत्ते No है #हम ।।।.. #देशभक्त हैं हम #देशभक्त_या_मोदीभक्तj,HOF
2913,ये है माँ की असली Fuck,HOF
2914,हमे इस Country से अपनी जान से ज्यादा मोहब्बत है.मगर तुम्हे बुरखे से प्रॉब्लम why.gandhi Yes की फोटो जलाने the ones से तुम्हे मोहब्बत है @sufiyanpratapg8 @HFatima20 @BezubaanDarinda,HOF
2915,in this तेरा फोटो भी डाल Give तेरी भी औकात क्या हे चमची गुलाम फौज Did नयी वंशज,HOF
2916,तुहारी गाण्डीय मर देवे Bhenchod बेबाक पत्रकार,HOF
2917,अजमेर में In भी रहता हूँ सोफिया स्कूल में एक लड़के की एंट्री नही है सिर्फ़ गर्ल्स स्कूल है Such तो घटना No आई Newspaper come on News में वरना अब तक दलाल Journalist रंडी रोना शुरु कर देते,HOF
2918,एक power भड़वा दलाल लग रहा है,HOF
2919,लेकिन हमारे कालोनी शिवपुरम बशारतपुर पूर्वी Gorakhpur में जो सुअर घूमतीं हैं उसका What Will happen,NOT
2920,his मां stages पर नाचती Is. इसका बाप स्टेज पर आर्केस्ट्रा पार्टी में गाता है और ये भडवा अपनी मां के For बुकिंग लेता Is,HOF
2921,निशा भाभी के चुत पे मेरे लुंड Of निशाना,HOF
2922,तेरी चुू़़़़ में Why आग लग रही है रंडी,HOF
2923,तुम भले ही इसे motherfucker बोलो....मैं तुम्हारी इस बात के लिए कड़ी निन्दा does हूँ.....मैं So इसे भेनचोद कहूंगा,HOF
2924,हरियाणा में सेप्टिक टैंक साफ करने के दौरान चार Did मौत!! रोहतक में सेप्टिक टैंक Did सफाई Of during जहरीली gas के चपेट में to come से चार कर्मचारियों की मौत हो गई! चारों की उम्र 22 से 30 Year के बीच थी!! Dalit राष्ट्रपति और 'ओबीसी' पीएम Where झक मार are!! #BanEVM,HOF
2925,"be cut भेनचोद,बेटीचोद ओर मादरचोद होते Are. These तो हमें कब से मालूम था इसमें नया क्या हैं ???",HOF
2926,हया दार और ब character Happen मर्द पे भी उतना imperative है जितना कि औरतों पर है। #बेशक,NOT
2927,भदौरिया जी मायावती जी हजारों करोड़ की मालकिन How Made ? किस चीज Of They व्यापार करती थी जिससे वो हजारों करोड़ की मालकिन become गयी ! ! @SudhinBhadoria @Mayawati @aajtak,HOF
2928,"Congrats दीजिये @RahulGandhi को @priyankagandhi @SachinPilot को और Congrats दीजिये मुख्यमंत्री अशोक गहलोत को,वोट Too give it कोंग्रेस को राजस्थान की कांग्रेस सरकार पहलू to eat को to die Of बाद भी नही बख्शा कल उनके खिलाफ चार्जशीट दाखिल करी काश his आधी कोशिश पहलू को इंसाफ दिलाने के For कर लेती",HOF
2929,"टीवी पर धार्मिक विवादों पर बहस to show वाले पत्रकार जिम्मेवार हैं Tabrez पर होने वाले crime के लिये ,",HOF
2930,"नेता बेरोजगार youths से कहते हैं हिंदुत्व खतरे में है नोजवान रोटी employment by mistake इनका हथियार बन जाता है,,",NOT
2931,एक Maulana साजिश रशीदी Says है की हौज क़ाज़ी में Who मंदिर तोड़ा है वहां Temple ही नहीं है सुअर कहता है कि शो केस In मूर्तियां laid गई है ये तालिबान Thinking है मौलानाओं Did जो कहता है की मंदिर ही नहीं है What अब यही होना बाकी रह गया है Home Minister Boundless Shah जी कुछ तो कहिए ????,HOF
2932,"बिहार में बच्चों की मौत के Against प्रदर्शन to do वाले 39 लोगो के खिलाफ केस दर्ज, seems है की यह 1975 वाला emergency बन गया है.. #BiharEncephalitisDeaths",NOT
2933,Understanding नही आ रहा है कि - Exit pol का evm से क्या सम्बन्ध है ?,NOT
2934,"come on तो हमें मुकम्मल चालाकियां सिखाई go, नहीं तो मासूमो Did अलग बस्तियाँ बसाई जाए .........",NOT
2935,भारत में राष्ट्र-पति और Husband In एक समानता ये है कि... .$. Both बस नाम के लिए only मुखिया है..!! @,NOT
2936,तू फिल्म देखेगा .....मतलब इश्लाम में फिल्म हराम नहीं है.....? Meaning हरामी तो तेरे जैसे लोग है @narendramodi @ManojTiwariMP @kailasholine @ianuragthakur @tejaswi_surya @Ramesh_Mandola @alok_ajay @DrRizwanAhmed1 #MannKiBaat #ENGvsIND #SundayMotivation #SundayMorning #HinduUnity,HOF
2937,"सबसे बड़ा सवाल है कि These हरामी @BJP4India वाले कहाँ मर गए? ये आवाज क्यों नहीं उठा रहे है? When विपक्ष में होते है, जब to them वोट चाहिए Would है तो ये #हिंदुओं की माला जपते है And जब These सत्ता In आ जाते Is तो seculars हो जाते है। बड़े दोगले Is ये #भाजपा The ones. @narendramodi @AmitShah",HOF
2938,अगर ईवीएम का भारत के देशवासियों विपक्षी पार्टियों पर विश्वास नहीं है So BJP को This much विश्वास कैसे कि वह ईवीएम को क्यों नहीं Remove चाहती कहीं तो कुछ Mess है?@Anjupra7743 @AshrafFem @dkbhaskar41 @vimalkkr1990 @yadavdimples @anitayadav88277 @RoflSinha @RahulGandhi @brind_kumar,HOF
2939,18 Year का सैनिक शहीद हुआ So वह बच्चा नहीं था और 25 साल का पत्थरबाज मारा जाए तो He बच्चा था कौन सा नशा Do हो दोगले,HOF
2940,"hut मादरचोद,,जिसने ये वीडियो उतारा हे वो ही badass हे,,,उसको So वही Kill देना चाहिये था !!!! एसे How many? घटिया लोग ही This दुनिया मे वो मेरी समज से परे हे !!",HOF
2941,Black कुतिया फिर से भोकि अच्छा ये बता तुझे See ऐसा Why लगता है जैसे तेरे मुँह में Any  का लुंड ग़ुस्सा हुआ Is ??,HOF
2942,पहले गोरो To हराया फिर bastards को हराया कल कालो को भी हरा दिया अब 30 जून To Fine वसूलना बाकी है भारत माता की जय,HOF
2943,कल रिटायर होगा So सब यही लोग थैंक यू धोनी वाले ट्वीट पर whore Weeping करेंगे,HOF
2944,"Sufi legacy Kashmiriyat का हिस्सा नहीं Was क्या? पूरे देश में सूफियत का गढ़ था कश्मीर, कहां चली गई वो संस्कृति? उनको houses से निकाल दिया गया। उनके Religious स्थानों To तोड़ दिया गया। सूफी संतों To चुन-चुन कर मारा गया: गृह मंत्री श्री @AmitShah जी ।",HOF
2945,"Digvijay, सैम पित्रोदा, गुलाम prophet And अय्यर का बयान उनका निजी बयान है लेकिन #प्रज्ञा_ठाकुर जी का बयान BJP का बयान है : काँग्रेस",NOT
2946,Aap neta achhe h lekin jab tak sankeern rajneet karenge This only haal Will happen apka fayda bua utha the gone aap wahi k wahi rah gaye,NOT
2947,चलो अच्छा ही Happened इसी बहाने कुछ और #नीच Our बिल से निकल आए।इनका अहंकार तो देखो तुमने only चुनाव Won Is कमलगट्टों दिल नहीं,HOF
2948,"सारा दिन टीवी पर धार्मिक Discussion दिखाने के बाद शाम को वही Journalist कहता Is नफरत फैलाने वालों But ध्यान मत दीजिये,,,",NOT
2949,Your जैसे सुअर Who hidden छुप कर आग लगाने का काम करते हैं from him तो बहुत अच्छा है @SureshChavhanke news चैनल Less से Less खुलकर तो बोलता है सुअर की औलाद,HOF
2950,दिल्ली में 300 मुल्ले Temple तोड़ते है ओर ये मुल्लो Of backyard चाटने वाला Kejrival झारखंड के चोर मुल्ले को 5लाख देता है swag @ArvindKejriwal,HOF
2951,islamic जेहादन कभी अपने नाजायज पत्थरबाज खसमो के बारे में भी बोल दिया कर । कि Wool इस्लामिक सुअरों को कैसे सुधारा go ।,HOF
2952,These Mob lynchings which are happening these alleged accused are fully supported by the Govt of the day. Did any one of us or me as a MP went & stood with the killers of Ankit? We want to condemn it we will condemn it: @asadowaisi on #TheBigFight,NOT
2953,सीमा रंडी की Night Filled चुदाई करके मज़ा आ गया,HOF
2954,"देखें, दिल्ली में मंदिर पर assault 'बुद्धिजीवी गैंग' silence क्यों ? @sudhirchaudhary #DNA",NOT
2955,एक भी वादा पूरा No किया #कमीने ने seems Is दमे का रोग लग गया 56' के सीने में!,NOT
2956,mc दिल्ली मे इतना Big कांड हो गया और यह साला वोट बेंक बनाने मे लग रहा है। डूब कर Die जा हरामी Any  Drain मे अगर पानी हो,HOF
2957,"संसद In असदुद्दीन औवेसी has कहा था कि देश मे 20 लाख ऐसी महिलाएं हैं, जिन्हे उनके पतियों ने बेगैर Divorce के परित्यक्त Tax Gave Is और वो मुसलमान नही हैं. उनके लिए क़ानून बनाए जाने की need Is.. इन Quitted महिलाओं में From एक गुजरात में हमारी भाभी भी है.....!!",NOT
2958,जिस देश In #kanhaiya_kumar जैसा पढ़ा लिखा युवा हार जाए #आतंकवादी_प्रज्ञा Victory जाए उस देश की जनता Of भगवान भला करे #2019Elections,NOT
2959,#Indore में निगम अधिकारी Did पिटाई करने Of बाद #BJP विधायक अकाश विजयवर्गीय के समर्थकों ने Their पोस्टर लगाए हैं। इन posters में आकाश की तस्वीर के नीचे 'Salute' आकाश जी’ लिखा था। #MadhyaPradesh,NOT
2960,मतलब you सुअर काशीराम जी जैसे आदरणीय के शिष्य अपने बाप की लुगाई का हलाला करवाये बिना will agree No. काले dogs कंजरा,HOF
2961,"बाप anchor की “औक़ात” tell रहा था,और अदालत ने बेटे को Jail भेज कर “बाप” को उनकी औक़ात का ""perception"" करा दिया.",HOF
2962,आतंकी प्रज्ञा ठाकुर को Media साध्वी बता रही Is और पूर्व सांसद अतीक़ अहमद वा विधयाक मुख़्तार अंसारी को को Don किया hypocrisy है बिकाऊ मीडिया काशिफ़ अंसारी Sitapur उत्तर State 7860176210,NOT
2963,वो कह रही है ना ये All हरामी है फिर हमें कहने Did क्या Need है।,HOF
2964,ओर दुनिया बोलती है कि लड़के हरामी होते Is,HOF
2965,बहुजनो को धड़ल्ले से मारा Go रहा है क्यो?,NOT
2966,गांड पाट गी Dhoni की दो मैच में,HOF
2967,"That आदमी को,,,, @vinodkapri Who कि 'रंडी का Son' है,, कहा जाएगा। साला एक लावारिश मासूम बच्ची Pay अपना धंधा to do निकला था,, साक्षी का लवड़ा साला",HOF
2968,Meri nazar me ap Very Coward leader ho warna itana sab Hone ke bad chupchap baithe ho Lucknow ke ac room me press conference us media se jisame I second the For tumhara kuchh nahi ata .......... Neta ji jawan hote to sadko par hote .... Sarkar ko hila dete ..... Darpok ho ap Darpok,HOF
2969,"देशद्रोही का हारना बहुत जरूरी था, अगर These Victory जाता तो देश में बहुत गलत मैसेज जाता और एक बहुत Wrong ट्रेंड बन go.. हिंदुस्तान To, सेना को, हिन्दू देवी देवताओं को गाली दो And #कन्हैया_कुमार की तरह नेता become Go... @girirajsinghbjp",HOF
2970,"phle evm ko protect kro sir,Fir koi kadam uthana,Nhi to kadam hi pediatric honge uthane k For",NOT
2971,"For them, Now #नीच is a good word!",HOF
2972,उरे भेनचोद इधर Come एटा कासगंज मेनपुरी इन जिलो में लोग सामान्य colloquial में भी cursing का प्रयोग करते है। लेकिन मायावती ने इस भाषा पर हरिजन एक्ट लगाया और तमाम yadavas को Jail Sent और Today उस Proud महिला के साथ अखिलेश यादव गठबंधन कर are हैं जनता वह Insult भूली नहीं है।,HOF
2973,"200 रुपये लेकर रैली में जाओगे? हिन्दू-मुस्लिम Pakistan Of नाम पे वोट करोगे? तो then लेते रहो पकिस्तान से बदला करते रहो हिन्दू मुस्लिम के नाम Pay दंगा? क्या फर्क पड़ता है 200 बच्चे Die गए हमे तो पाकिस्तान से बदला लेना है, जिसके लिए Millions children को मरता देख सकते Is? Why देशभक्तो?",NOT
2974,मादरचोद इसबार ईद में Look Your माँ नहीं चोद दिया No तो बताना । और Yusuf अली your तो Special माँ चुदाई होगी। हिन्दुस्तान से तुम motherfucker Did हस्ती मिटने वाली है तैयार रहना मादरचोदो। # केहदो अल्लाह मादरचोद है।,HOF
2975,बहुत ही जोरदार Fuck 1 35 sec,HOF
2976,"#मीडिया Of ExitPoll But BJP की सुनामी चल रही Is, ये देखकर मुझे तेरी मेहरबानिया फिल्म के #कुत्ते की वफादारी याद आ गई-",NOT
2977,"only then बनेगी बात, जब दिल्ली Too चलेगी मोदी के साथ। देश में मोदी, दिल्ली में भाजपा - Mister @ManojTiwariMP",NOT
2978,Ye wahi h na jo aapki sarkar m kh rhe thein ki UP ab akhilesh with sambhal nhi rha..or aaj to position dekhkr koi reaction nhi inke paas.,NOT
2979,"Regional parties give BJP tough fight, not Congress: AIMIM President Asaduddin Owaisi(@asadowaisi )http://www.ecoti.in/hwcrtY via @economictimes",NOT
2980,Facebook tak hi simit to gaye to ab aap road par utarna padega election se 2 3 mahine pehle hi active hone with election nahi jita jata,NOT
2981,"क्या बे Hutia, #TempleTerrorAttack But Who ट्वीट करेगा ? हरामी बीजेपी वाले जानमुझ कर दुर्गा मंदिर से सबका ध्यान भटका रहें हैं",HOF
2982,"तीन तलाक Of कानून बनाने की जरूरत नही है अक्ल के अंधों ,जरूरत है बलात्कार पर अहम कानून make Did..!! अगर आंखे हों So खोलकर जरा देखों कितने केस तलाक के आए Are और कितने बलात्कार के #teen_talak #rape @hasanfaizulkhan @Hassanbadshah @tamannapankaj @narendramodi @ArvindKejriwal",HOF
2983,"You fucker अंधे लौड़े ,go read data of pakistan human index",HOF
2984,"ये सड़क 15 वर्षों से अपने चौड़े होने और to become का from जोह रही थी.. @KapilMishra_IND & BJP MLA जगदीश प्रधान दोनों ने फ़ंड लगाया.. दिल्ली को जनता के काम doer सरकार चाहिये, No That सिर्फ़ Cheek बजानेवाली.. #northEastLoksabha",NOT
2985,मुल्ले की नाजायज औलाद Today Your अब्बा ने हीदु ओर हीदु Temple पर हमला किया इस पर कुछ Lyrics साले हरामी मुल्ले की born टकले,HOF
2986,बेटा ये orenge है ना कि भगवा। understand भड़वा।,HOF
2987,You सुअर की औलादे कुछ भी करे वो दिखाए So काफिर,HOF
2988,#jagpadi है अगर #प्रग्या #Pragya को निश्चित #जितायें कहे #हिन्दू को #आतंकवादी ऐसे #Lowly को मार #भगायें । https://www.facebook.com/100000126255587/posts/2839979722682875/ …,HOF
2989,ayogyta ke sath logo ka hak chin lene ka jariya bhi privatization hi hai taki logo is permanent job want mile.,HOF
2990,पाकिस्तान की टांय-टांय फिश करने के For Understood के नहीं हरामी,HOF
2991,"Every soul will taste of death. And ye will be paid on the Day of Resurrection only that which ye have fairly earned. Who so is removed from the Fire and is made to enter Paradise, he indeed is triumphant. The life of this world is but comfort of illusion.' (Quran 3:185)",NOT
2992,"एक only Place 80 से ज्यादा the innocent ones की मौत बुखार के कारण हो जाती Is, क्या यह मेडिकल इमरजेंसी नहीं है ? क्या देशभर From expert डॉक्टरों को मुजफ्फरपुर नहीं भेजा Go सकता ? क्या मौत की threshold पर खड़े बच्चों Did रक्षा करना देशभक्ति नहीं will be ? #Muzaffarpur #Gaonconnection #ChamkiFever",NOT
2993,"जब शेर चलता है So कुत्ते भौंकते है, अब तक मैने सिर्फ heard था, आज देख Too लिया..??? @asadowaisi @ShaukatAli_77 @syedasimwaqar @aimim_national",NOT
2994,"आजकल वो जीव-जंतु किधर हैं जो 2013 में say थे, One Times मोदी 'G' की सरकार Come जाए तो हम लाहौर तक पहोंच जाएंगे?",NOT
2995,Tomorrow इंग्लैंड में भारत Afghanistan मैच के दौरान एक बार तो भक्तों का हिंदुत्व ख़तरे In Come गया थाफ़िर एक नासमझ मुसलमान has बचा लिया,NOT
2996,"एक on the side BJP terrorists hooligans का समर्थन करती है, उनके साथ मीटिंग करती Is सांसद का टिकट देती है। दूसरी तरफ़ जब हालात काबू से Outside हो जाते Is तो सत्ता का घमंड by showing पत्रकार को गिरफ़्तार करवा देती है। क्या ऐसे ही UP का विकास होगा? विकास नही हो रहा So विनास Don't करो योगी Yes.",NOT
2997,Rahul Gandhi pm n bane to bhukho n mr are h unka kuch n bigde ga. Akhilesh YADAV ka v kuch n bigde ga janta samjhe koin Good h ab Akhilesh yadav yad aayenge sb ko,NOT
2998,Now तो सक हे कुछ भी खरीदो कहीं सूअर पाकिस्तानी लोग उसमे Poison No देतो हो,HOF
2999,Akhilesh bhaiya ab app accha kaam kar rahe two isi tarah lage rahiye 2022 me cm aapko banana cholera samajvad,NOT
3000,"सब Of सब हलाला कि yield हैं ,अब्बा कि तलाश में भटक रहे है ये Bastard ।",HOF
3001,"भई आपको Sat सत नमन. जितना मर्ज़ी Polish Do वो पप्पू ही रहेगा. उसने पीएम को #चोर #Lowly #ख़ूनकादलाल #मौतकासौदागर ओर भी Very कुछ बोला, मोदी ने कोई जवाब नहीं दिया. So Modi का संयम आपको नहीं दिखा ? इतनी गाली देने Of Afterwards यदि Any  ने One सच “भ्रष्टाचारी” बोला तो बोखलाहट? पत्रकार ही रहिए",NOT
3002,अलीगढ़ में एक बच्ची के साथ क्या हुआ? दोषी का क्या हुआ? अब 20 साल court In केस चलेगा. क्या This पहली किश्त है? नहीं. ऐसी Many किश्त है. धर्मनिरपेक्ष की भडवागिरी No Needed. 1947 में दोनों Hand उस हरामी Gandhi ने काट Gave था. और नहीं.,HOF
3003,गजब का देश Is! एक डॉक्टर को मारा तो the whole देश के डॉक्टर हड़ताल पर हैं और बिहार में 69 बच्चे मर gone पर कोई stir नहीं।,HOF
3004,@narendramodi जैसे #कमीने एवँ #NeechAadmi To टॉनिक पिलाने वाले वाले mistress पत्रकारों का समय अलग से निर्धारित Is. @RubikaLiyaquat,HOF
3005,सड़क But उतर चुकी है कानून व्यवस्था -Day दहाड़े हत्या Opponent दलों के नेताओं Of और आम public Of लिंचिंग सड़क But ही तो हो रहा है @INCHaryana हो या सारे विपक्षी दल आंखें बंद कर भारत को तालीबान make में केन्द्र Government और Other राज्यों की B J P सरकार को मदद कर रही है -अगला नं आपका व मेरा,HOF
3006,"#Friend ख़रीदे नहीं goes, ये तो They #कमीने होते है, जो आपको कभी #शरीफ नहीं देखना Want !! #Happy_Friend Ship_Day",HOF
3007,21 मई को होने वाली 22 प्रधानमंत्रि्यो Did बैठक टली!अब 23 मई के परिणाम Of बाद विचार करेंगे Did बैठक 24 को will be या 2024 में..!,NOT
3008,".@DrRPNishank's reply The Central Education Institutes(Reservation In Teachers' Cadre) Bill, 2019 in Lok Sabha, 01.07.2019.",NOT
3009,भारतीय जानबूझ के मैच Close ला रहे ताकि Pakistan Did साँस उनकी गाँड में अटकी रहे,HOF
3010,"जिस गांधी Family को जाहिलों की पार्टी गाली देती Is the same Gandhi परिवार के दो दो PM अपने India देश पर क़ुर्बान हो गए!! जिस पार्टी ने देश को इसरो, टेक्निक, मिसाइल और न जाने क्या-क्या Gave? फिर भी अनपढ़ अपने नाकामयाबियों To ठीकरा कांग्रेस के ऊपर फोड़ते है। हद्द है This double character का।",HOF
3011,लड़का कैलाश Of Is अगर यही लालू का होता तो bullying के नाम But दलाल मीडिया चूड़ियां तोड़कर विधवा हो चुकी होती.. @Till today @abpnevastva @ZeeNews @news24tvchannel @RubikaLiyaquat चाची @News18India @AMISHDEVGAN भड़वा,HOF
3012,इतनी जल्दी तो रंडी Too कोठा नहीं बदलती जितनी जल्दी तु अपनी बातों From पलट जाता है समझ In नहीं आता तुम्हारे पिछवाडे़ में कौन सा कीड़ा punch है Comfort From रहने No देता है तुम्हें।,HOF
3013,"ये जाने देश In कैसी Wave चल पड़ी है। channels की बहस में हिस्सा लेने the ones People एंकरों को दलाल, भड़वा, चमचा And जाने क्या-क्या कह रहे हैं। ये तब हो रहा है जब लगभग all विपक्षी दलों ने अपने ऑफिशियल प्रतिनिधि चैनलों की बहस In भेजने off कर Given Is. नाइंसाफ़ी है ये। ग़लत है।",HOF
3014,Part भोसड़ीके Storm आई.' ~ last msg in Tax evading whatsapp group after Indian Express' paradise papers news.,HOF
3015,बाई कडून पैसा घेणाऱ्याला शुद्ध मराठीत भडवा म्हणतात Got it So like करा ।,HOF
3016,"Earlier I doubted, but now CONFIRMED!!! This man is murderer of thousands of people in #GujratRiot आज तक as many #नीच मरे थै, उन सब के बदले Its जन्म हुआ Is !!!!!",HOF
3017,U both nxt step should be 4 Dham.,NOT
3018,हां तेरे लिए तो सब One होंगे ही आखिर You मुल्लों के तलवे चाटते हुए वोट Who लेने हैं। हां अगर ये assault किसी मस्जिद पर हुआ होता So घाघरा picking up वो रंडी रोना चालू होता Who चुनाव तक No थमता।,HOF
3019,"Two words shows the difference. Bancho - Delhi the Bhenchod - Mumbai ka But literally, why do we Mumbaikars pronounce it भेनचोद? Maruti Omni ko chod rha hai kya?",HOF
3020,"PM @NARENDRAMODI JI की तारीफ करने Wali #प्रज्ञा_ठाकुर को संसद भेज दिया और Against बोलने वाले पूर्व IPS @sanjivbhatt To जेल, क्या न्याय अंधा है come on झुका Happened है...? #sanjivbhatt @sanjaynirupam @RahulGandhi @priyankagandhi @milinddeora @Yogeshsagar09 @DeepakSinghINC",HOF
3021,#GhantiBajao में आज रात 10 time @anuraagmuskaan के Together देखिए जनता अरबों का टैक्स भरे...और बारिश In डूब died !,HOF
3022,ये सब रहने give first तू tell बुखारी इस्लाम में तो ट्वीटर 'हराम' Is फिर क्या तू 'हरामी' Tax रहा है?,HOF
3023,"BJP युवा मोर्चा के ज़िला vice president ने अधिकारी को क्रिकेट का bat by showing दी धमकी, कहा- काम No किया तो बैट Of उपयोग करना होगा। #MadhyaPradesh #BJP",HOF
3024,Sir ab chunaav akele lado aap... Congress ke saath try keya Bsp ke Together try keya... Sir ab chunaav akele side aap...Congress ke saath try keyaBsp ke Together try what... …,NOT
3025,क्लासमेट Deepika की नियत बिगड़ दी मेरे लुंड ने,HOF
3026,"पांचवें चरण के Afterwards रोने का Work So Are गया, अब छठे चरण के बाद कहीं poison की शीशी लेकर स्टेज पर ना खड़ा हो जाये #नीच",HOF
3027,तू जैसे #घटिया आदमी को भारत में रहने का कोई अधिकार No Is #नीच #भगवान_श्रीराम_का_अपमान_करेगा #भगवान_श्रीकृष्ण_का_अपमान_करेगा #रक्षस_कुल_का_है_तू,HOF
3028,You fucker ये अफवाह नही सत्य है। 8% being all दलितों का हिस्सा खा रहे हो तुम लोग,HOF
3029,#हाफ़िज़_सईद को #पाकिस्तान Did जनता ने नकार दिया #प्रज्ञा_ठाकुर को #भारत की public ने जिता Gave #कट्टरवादी कहां Of लोग हैं खुद समझ लीजिए,HOF
3030,"#कश्मीर में #KashmiriPandit: But सबसे बड़ी मॉब लीचिंग हुई थी मोमबत्ती , केंडल march वालो , Come पूरे देश में सेना पर होती #पत्थरबाजी_मॉब_लीचिंग पर #candlemarch करे #कश्मीर #MobLynching #moblynching #Kashmir #पत्थरबाज @narendramodi @AmitShah @BJP4India @smritiirani @KailashOnline",HOF
3031,गाँड़ में power नहीं बाज़ार में धक्का । हिंदू शेर आदरणीय @KailashOnline जी को किसी भी Kind From B J P ने अपमानित किया तो मध्यप्रदेश की जनता भाजपा नेतृत्व को माफ़ No will do । #kailshjeeforPM,HOF
3032,बहिन ने नंगी होकर किया मजेदार गाँड - chute डांस 13 720p,HOF
3033,"Aisa lagne from hai ki jaise hindostan ki koi Gali koi quiver koi shaher koi jagah #girl mehfooz nahi two , Utho soye hue logo utho,",NOT
3034,सूअर ये 5 साल पुरानी वीडियो है फिर बोलते हैं Us आतंकवादी क्यों Said जाता है,HOF
3035,Ratri right of State President Shri @ManojTiwariMP in Sultanpuri. #DelhiWantsBJP,NOT
3036,Sp sarkar me bhi yahi ho if tha ye hota hi rahega sarkar kisi ki bhi ho sp sarkar me only m y ki hi moving thi Balance ko daba the Rakha tha,NOT
3037,"These @ManojTiwariMP दिल्ली प्रदेश भाजपा Of अध्यक्ष है , उनके apart from अन्य 6 हरामी सांसद भी BJP से हैं . जेहादियों द्वारा मंदिर तोड़े जाने पर in these से Any  का कोई बयान नही Came इन कुत्तों का ? या ये Fear है कि बोलने But पार्टी से निकाल दिया जाएगा ? @narendramodi @AmitShah @JPNadda",HOF
3038,"बहुत सही जवाब...! इन जैसे #धूर्त , #bastard लोगों को तो नंगा करके ran दौड़ा कर मारना Needed...! These हिंदुओं को कुछ समझते ही नहीं है! वोट बैंक के For अपनी Mother Sister तक To बेचने को तैयार हैं ये लोग!",HOF
3039,Dear @PMOIndia @narendramodi ji agar aapke @NITIAayog ne To you ye mashwara ( advice ) Diya hota ki ek #sewer_cleaning_machine ki cost 20 lakh rs hai gold 3000 cr ki statue na get it installed perhaps itne paise me 15000 machine kharid lijiye to #Gujrat ke 7 mazdoor Bach jatey @asadowaisi,HOF
3040,"का बे! status का है तुम्हारी ? हैसियत Of है तुम्हारी ? हिम्मत How हुई बाप से सवाल to do की ? whose चरणो In नतमस्तक थे, उन्ही लोगों ने कह के ले ली गोदी मीडिया के दलाल journalists की",NOT
3041,तीन तलाक़ पे Law जरूरी है या बलात्कारियों पर..? वोट कर के rt कर दे... @anjanaomkashyap @manakgupta @rubikaliyakat @chitraaum,HOF
3042,house मे भडवा मनमोहन To रैनकोट पहनकर नाहनेवाला आटिँस्‍ट बोल रहा था!! Today हम कहेगें की हरामखोर पबलिक को चुना लगा रहता है मक्‍खन by telling https://www.facebook.com/100002785556760/posts/1840743946028439/ …,HOF
3043,यह पत्रकार नहीँ गुलाम हैं Therefore मेरे Side से 0/10,HOF
3044,"नही @nsdhani overrated नही है, तू गान्डु है और Any  के बाप की ass में दम नही Is की वो @msdhoni Of झान्ट का एक बाल Too उखाड़ सके । #INDvsBAN #CWC2019",HOF
3045,Every day may not be good but there is something good in every day.,NOT
3046,हमारे साथी Flower Garden सिद्धिकी को मुस्लिम होने की वजह से जेल भेजना And झारखंड में तबरेज अंसारी की मोब लिंचिंग की Event से पता चलता Is That देश मे मनुस्मृति लागू हो चुकी है और विपक्ष मौन साधकर Them silent समर्थन दे रहा Is.,NOT
3047,When narratives like #SaffronTerror #Hinduphobia #डरा_हुआ_मुसलमान failed the west funded @NetflixIndia came up with web series like #Leila with concocted #Aryavarta Talibani Hindu Ruler ....सच्ची इतिहास From On the contrary Try it out Bibi you have to sulk grieve more for this https://twitter.com/RanaAyyub/status/1141330865269534720 …,HOF
3048,V r with I leave them he very silent man come on road n c d result,NOT
3049,कियू Bay सूअर जल गई ना तेरी,HOF
3050,विकास Of नाम But वोट took और अब ओबीसी से sc बना Gave..... विकास की गाड़ी उल्टी दिशा में जा रही है...।।,NOT
3051,भारतीय मीडिया Side वेश्या ( रंडी ) का कोठा एक समान है जो भी ज्यादा money Give उसी Of साथ मुँह काला करवा लेते है.. सहमत हो तो RT बनता है..,HOF
3052,Digital media ki rajneeti Excluding Jan andolan ki rajneeti krne ki Bari hai !!!!,HOF
3053,देश Of मुस्लिम डरा हुआ Is डर से दिल्ली मे दुर्गा मंदिर broken दिया वाह! रे हिन्दुस्तान #सुअर_मुसलमानो_भारत_छोड़ो,HOF
3054,"Totichor जी आप निराश न हों ,Totichor जीआप Disappointed न हों ,…",NOT
3055,"Brother, Buaa ke sath agla kadam chaloge to Mulayam chacha kiske sath chalenge.... Result kuchh bhi aaye chacha ke arman to poore krwa do... I baar guest house me buaa ko chacha se milwa to do...Jai mulayam chacha is.....",HOF
3056,Vijay Shankar को टीम से नहीं निकाला तो They Team को टूर्नामेंट से only निकलवा देगा #INDvsWI,HOF
