,text,task_1
2719,Kejrival भडवा मुसलमानों Did brokerage कर रहा Is Sir अन्यथा अब तक action Are finished was Temple पर sabotage Doing minor Talk नहीं है Hindu When As far as सब्र will do Patience Of बांध breakdown वाला है,HOF
2720,अपनी दीदी To Say Sometimes My हिन्दू lund भी Try करे।।,HOF
2721,"#NitishVIPRaj | Let an FIR be registered against Nitish Kumar and the health minister, let them go to jail: @warispathan MLA, AIMIM & Advocate on @republic",HOF
2722,Crowd In सिर्फ़ 3 प्रजातियां only Hunt करती Are.. 1. #कुत्ते 2. #हिजड़े 3.#भगवा_आतंकी,HOF
2723,#xerosum has God Of Name taking Film इंडस्ट्री छोड़ Gave... तुम Too Victory श्री Ram Of नाम लेकर दलाली छोड़ Two संघी Aunty @RubikaLiyaquat...,HOF
2724,These 'Bhadwa' betel nut media Of पत्तलकार रोज हिदू-मुस्लिम करता is. its औकात चिल्लाने तक Limited Is. These Bhadwa 'communal' color दे Used to be.,HOF
2725,अगर More Nonsense will do तो Swear-word भी पेलेंगे understood क्या Bhosdike,HOF
2726,Bhaiya ji mathura me lassi k paise magne par jinhe but Diya Their parivar with v mil lete gold Some economic help Kar dete,HOF
2727,Any #beautiful lady जब #रूठ caste Is So... . Go die #dogs #कमीने कहकर खूब #giriati है,HOF
2728,#bastard से #bastard boys भी That #अंकल To Greetings! जरूर Do Is... . . . . . . whose Daughter मोहल्ले का #चाँद was Is.,NOT
2729,They Bastard मरा Happened हो go है,HOF
2730,एक बार फिर से धन्यवाद thank you so much प्यार देने Of For 3 months Of This long travel Of बाद instrument #followers the whole हो Went. मुझे Follower to get Of Any Hobby No But मैं चाहती हू मेरी Talk more From More people Of पास पहुंचे.. My Mission Only One ही Broker Media को His ओकत दिखाना,HOF
2731,Dalle That birth Your Father लोगों मुल्ला has किया Is whose ass licking कर अपने बीबी बच्चों का Abdomen पाल Stayed Are भडवे। everyone's Maths होगा everyone's मां Sister एक That Will go,HOF
2732,#Israel की Liquor company Maka Brewery has राष्ट्रपिता #Mahatma Gandhi का Insult Did Is. company has अपनी Liquor की बोतलों और Keno पर Mahatma गांधी Of चित्र Raid हैं। company की करतूत But कड़ी objection pointed out गई Is.,HOF
2733,"जायरा Wasim ने Said 'Islam में अभिनय haram' तो What Meenakumari, Madhubala सायराबानों, Shabana Azmi, सलमान, शाहरुख All Bastard Are ?",HOF
2734,"@Arvind Kejriwal @msisodia भाई Mishra जी, These Kejru Who है No, Big हरामी चीझ Is. इसने वोट के for Our बच्चे और wife तक sell Gave So Temple What Cheese है?",HOF
2735,Police को find Tax हरामी To Strike should. but दुर्भाग्य हमारे देश Of,HOF
2736,Low and order ka lease to socialist party alone jada karte two is par You ka belong Idea hai akaless ji,HOF
2737,To all Big हरामी So Brother-in-law Media ही है ।,HOF
2738,TV in Eight orbiter Journalist SLC वाला मन्त्रीको Interview takes । the minister says : Part भोसडीके यस्तो small सानो thing the minister लाई you ask गांडू। #मेरो_देशमा,HOF
2739,abe swag If मुल्ला Did वजह From Bollywood छोड़ती So और Too Muslim Actress हैं again मुल्ला them Too Compelled Do And क्या you zaira वसीम का Statement नही सुना अबे sardana Of puppy You journalism leave किसी कोठे Did भड़वागीरी कर यही your पौत्रीक occupation Too रहा Is,HOF
2740,"If People tax वक्त पर Deposit करवाते हैं So उन्हे ये to ask का हक Is कि BJP Of नये लगभग 600 the office के for Money Where From Came,,,,,",HOF
2741,"मनुष्य Where पर 12 months रहता है There Of पेड़ cutting gives Is Then Nainital, Mussoorie, Shimla by going बोलता है How many अच्छी जगह Is",HOF
2742,SUN Tribute industry chal hi anointed rahi hai Bhenchod Hindu shero the Hunt hi kaam hai form Teri MAA to Chud do ki Lodi Own gaand me ghusa the Hindu men To मादरचोद की लुगाई,HOF
2743,"AIMIM chief @Advice takes oath in Urdu; ends it with Jai Bhim, ink and Jai Hind",NOT
2744,इस Bhenchod To ब्लॉक Kill you जा i देखता to this,HOF
2745,जब Complete मीडिया Thief And Rogue मुल्लों Of For छाती पीटती है Then Then This only क्यो No Says Big माहौल का खयाल Is तो One Times Who pig temple में sabotage Tax रहे Were from them So कुछ No पूछ पा Stayed है अब When Administration enter रहा है So burst गई,HOF
2746,नीतीश ; पेट में दर्द Is Doctor ; has नीतिस का इलाज किया Nitish Of Bapu ; Doctor Of be Is मेरे छोरे To Correct So Are will go Life To risk तो ना है डॉक्टर ; appendix happened है bhosdike बच्चा no Who L काट P लगाकर delivery cesarean From to do पड़ेगी ओर Your बेटे Did Life जोखिम में will come,NOT
2747,Islam In अगर dance-music haraam है Then Jihadi Shahrukh सलमान क्या हुए..??? #Bastard ??,HOF
2748,scurvy मुझे तो These seem Stayed Is कि Bangladeshi Too Pakistanis To पेल ही देगे ओर टैब will come बड़ा gonna fun. ओर देखना इनके beggars मुल्क In How Widow sigh Would है। Me Big relief meets है When These People विधवा विलाप Do है whore Weeping रोते Is Mouth फाड़ tearing up कर।,HOF
2749,"जन्नत Earlier now था, Now Only Kashmiri पंडित और stone thrower आते Is ।",HOF
2750,If They ऐक्टिंग छोड़ doing is So आपको कीड़े why fidget रहे हैं ? As such do it उसकी जगह Own Sister या Wife To Porn industry में send We भी So देखें कौन 'mullah' Bastard आपके This adventure फ़ैसले Of Oppose करता है़ हमारी Best wishes सदेव Your साथ will remain,HOF
2751,"air force के 13 “जाँबाज़” And One ""vessel"" missing, लेकिन किसी Too “एंकर” की “देशभक्ति” wake up No Are Rahi..........Fraud somewhere के.",HOF
2752,जो @abhisar_sharma To congressman Journalist कहते है उन illiterate को This only would say 2014 के Earlier की एंकरिंग देखे। convergence Sir जैसे पत्रकार तब Too सत्ताधारी से Question Do Were And Now भी Do है Ahead Too करेंगें। Journalist Of Meaning Government From Question करना होता Isn't it That Hindu-Muslim by doing Government का पक्ष Take.,HOF
2753,Pappu का Child अब Supreme court born Will do. Pappu Of लुंड में अब power खत्म हो Went.,HOF
2754,ये बड़ा Action है इतनी बड़ी संख्या In Were They all Bastard... And arrest सिर्फ two...right में दिल्ली Police has Big Arrow मारा Is....,HOF
2755,"Earlier आप Did tribe From And धार्मिक gurus से Ask की जिस मुस्लिम Crowd has Religious frenzy spread, temple In तोड़ burst की क्या his इस्लाम से बेदखल Did will go? इन But fatwa जारी Did will go? No do. You की tribe का One Big Part नमक हरामी to do में लगा Is And ये by mother Did तरह Truth है.",HOF
2756,ये @Arvind Kejriwal Delhi का love of a mother Banerjee Are #दिल्लीकाठगकेजरीवाल #दिल्लीकाठगकेजरीवाल #DelhiKathKejriwal #दिल्लीकाठगकेजरीवाल करना Strike ढेले Of No And रायता World भर Of फैलाता Is #kejriwalkiaisikitaisi @dilipkpandey @raghav_chadha @sanjayjadshalan @LambaAlka @Shalupcrf @artic02,NOT
2757,"Who Some दिल्ली In Happened, If यही भीड़ जय Mister Ram speaks And हमला किसी Mosque पर हुआ Would तो अभी Self Did look In Own Need From ज़्यादा Intelligent छवि रखने the ones फेसबुकिया lustful, खुद To secular tell the ones नारंगी Oranges As दिखने the ones लौंडे रंडी Weeping Cry रहे होते मा****द, साँप smell Went ?",HOF
2758,"आज भी #Modi #नीच Man Is:- #Manishankar_Iyer They सब leave crazy, You इत्ते Day था Where ?? तेरे #Death Did #News फ़ैल Went Was पुरे शहर में",NOT
2759,ये pig Is बम विस्फोट Scandal Tax देता Your Home में सब Some Religion Of पता चला go panic Of Religion नहीं Would Bomb fodane the ones emphasis जोर आल्हा Huh Akbar two है ओर terrorism का someone Religion No होता है Your Home In Bomb विस्फोट Scandal Tax देना Needed तब Address Ambulatory जाता तो right होता Victory हिंद Victory भारत,HOF
2760,100 Of 100 करोड़ दे देते और Mind Mosque to become शुरू हो जाती Hindus का murder होता He Free में As That Kejrival To all पहले to give भागता #Bastard,NOT
2761,आतंकी Pragya ठाकुर To मीडिया Sadhvi tell रहा Is And पूर्व Member of parliament Atiq अहमद को mafia डॉन! यही hypocrisy Is system Of,HOF
2762,बेटा सामने मिलेगा So nude Tax के गांड But हंटर will kill And dauraunga Too,NOT
2763,Zaira वसीम ने Islam का hawala देकर बाकी All Muslim कलाकारों To हरामी And हराम Of खाने वाले सिद्ध Tax दिया। #राष्ट्र_प्रथम #political_gyan भारत World In only देश Are जहाँ Multitudinous Minority Of Equal अधिकार to give Did alms governments से asks for Are And meets हैं abuse,HOF
2764,"abe How much बड़ा gonna agate Is Bay तेरी c__ में ? अपना नाम Ravish Youth की Place whore Youth keep ले more अच्छा लगेगा. आदमी Wali antics are नहीं तेरे Inside, bitches These बता NDTV झं___ Is या you, shameless इतना Is That पूरे Country From the streets मिलती है फिर भी @Arvind Kejriwal made sat Is.",HOF
2765,वाह दोगले Bastard Journalist मुस्लिम लिखने Of instead जिन People write Gave This  को say Is गुह खाना How much हरामी Is pig आ Thu,HOF
2766,Today ये Talk पक्की हो गई That #Bhadwa color sorry #भगवा color मनहूस Is And will remain And हमारे लिए So तिरंगे Of हर color हमारी magnificence will remain #INVENG,NOT
2767,saying के professionals बे भड़वा kernel And brokerage Of ..Its Self Of वीडियो ट्विटर पे Are महिला पुलिस के Together बतमीजी Do happened,HOF
2768,Now... other की Drawbacks बहुत गिनवा for... you double faced Peoples Of नाक के Below 300 Bastard मुसलमान मन्दिर the break दिए And तुम All These mullo का विश्वास to win In लगे Are...,HOF
2769,bsdk Moulana पहले कहाँ मर Went था तु When मंदिर में Kattavon has the break burst की Was Bastard pigs Of बच्चे,HOF
2770,"साले #Lowly, you India Of संविधान के under Job वाले officials से जूते Clean Will you get it done? Your #अब्बू Of Rule नही Is, अगर These Officer चाहे So Your And Your all clan From जूते Clean ना करवा दी तो Tell, बस One बार public तुझे vote No दे Of हरा दे, फिर See #bastard",HOF
2771,Who बातें तो ethics की does Is पर सुधींद्र कुलकर्णी From take it happened cash for vote Scams Of Paper impression ने Of बजाय कांग्रेस को sell Gave They Bhaskar Of भड़वा दामाद,HOF
2772,वो कौन motherfucker Were Who Say रहे Were That हिंदुस्तान का Muslim डरा Happened Is. Side Now यहाँ Fear seems है। @amirkingkhan,HOF
2773,You बीजेपी के Mistake का इंतजार As such Is As That रंडी To Customer Of हो,HOF
2774,abe जमूरे जब प्रधानमंत्री From लेकर Sarpanch As far as Of Post पर hardcore हिन्दू lions Of विराजमान having Of Afterwards कोई Bastard Temple पर assault do Tax Why So far saved है ? somewhere These Your चेलों का the bastard तो नही ? Because तूने अभी As far as उन Bastards को Arrested to get Did बात No Tax Stayed Rather समाज मे hate फैला रहा,HOF
2775,इसलिए नोटिफिकेशन off कर Gave Is That तेरे Clothes उतारने वाले हरामि ढोंगी चारा Why you This धर्म को Infamous does Go Stayed है वहां के तूने slogans नहीं listen Were Slogan A takbeer अल्लाह हू अकबर Basterd slogans Listen Take Earlier His Afterwards tell Our को के Hindu Were come on मुसलमान Were हमको So Known Is boar थे,HOF
2776,भड़वा रंग पहनते only Team इंडिया Of दिल In सुवरकर My Meaning Savarkar Of भूत घुस Went the british Of सामने surrender b From भड़वा भ From B J P,HOF
2777,"Home Did janitor Of लिए 'Chowkidar' Keep Correct होगा come on 'भाड़े Of टट्टू'? _______ ¶____ ¶ ____ ¶___ सुना Is #चैकीदार_चोर_है और भाड़े Of pony #कमीने होते हैं,, #क्या_मुमकीन_है_?",NOT
2778,"Soul गिरवी ? - ये business Too Do Are क्या hypocrite आदमी बच्ची के Name पर खिलवाड़ Of Who business तुमने drove Is Him मक्कारी कहते Are बच्ची To You No लोकल लोगों ने Rescued Was, You Liar credit लिया Own फ्लॉप movie Of Name But Baby girl Of नाम रखना embarrassing Too Was और Foppish भी",HOF
2779,ये Sometimes No सुधरने वाले pig Is.,HOF
2780,Earlier That हरामी के puppies को पकड़िए Then कोई Tweet कीजियेगा। So much Courage बढ़ गया Is That Muslims के एक Crowd ने moonlight square Of लाल Well the areas में One Temple को collapse नहस कर के Hindus Of भावनाओं To अग्नि Of Similar lit up Tax Gave.,HOF
2781,Now तो Virat कोहली From Too Ball No रुक doing. क्या हो Went रे motherfucker. #INDvBAN,HOF
2782,"Any #Mosque broken होती तो Congress, Opposition, Pakistan, वामियों,सेकुलरों Of #goo to eat वाले These #pig #पत्रकार @punyprasunbjpai @BDUTT @VoiceofmyBharat @ravishandatva @sardesairajdeep @sagarikaghose @ranayyub @abhisar_sharma the whole the universe In भीषण #prostitute_vilap कर are was",NOT
2783,"अरे head scratcher We Think Congress में बेवकूफ, डफोल, हरामी terrorist, कमीना एक select ही Is But फिर Memory Came That Here इस पार्टी In तो all these properties the ones ही For जाते Is.",HOF
2784,तेरे Inside Did अंतर Soul मर finished Is Madharjat Brother-in-law your बाप भी regrets Stayed Will happen Did तुझ जैसे हरामी secular को born करने से अच्छा Would की I Any Dog पैदा Tax लिया Would Less से Less वो our own From वफादार So Would,HOF
2785,A male name has Own गांड मरवा ली #INDvBAN,HOF
2786,"उन bastards has मन्दिर Broke Whose Video Recording Is ,अल्लाह u Akbar के slogans applying हुए तोड़ा 8समय Rumor What Is Bay. तुम As only bastards Did वजह से only Earlier भी ये Bastard अपने इस misdemeanor To to do में Success are And Today भी। Only हिन्दुओ की ऊपर हुए अत्याचार But तुम्हे Snake क्यों smell जाता Is",HOF
2787,सर If आप Wool pig Did children के Against Some Lyrics नही Can हो So From this अच्छा होगा कि You This मुद्दे Pay कुछ Too न Say,HOF
2788,"Two शब्द इन हराम cage Ochre streak whore के बच्चे mullahs But Too कर Two,,",HOF
2789,@samajwadiparty @yadavakhilesh @yadavdimple_ #ajamkhan #कमीने #Aajam Khan तेरी Sister और मा Did tights भी See Take green tights only wears Is कि No,HOF
2790,"बिल्कुल सही Dialect, लेकिन Rohit सरदाना As swag To Who समझायें!",HOF
2791,Let us go मंदिर पार्किंग So Happened Otherwise कुछ Bastard मंदिर मंदिर screaming रहे Were,HOF
2792,khuvar सिर्फ बदबूदार होता Is We Muslim pig From Four गुना More smelly होते हैं,HOF
2793,Khejriwal Did गांड फट Went है their vote Bank Is कयोकी Khejriwal मुल्ला Did Halala sepia born हुई औलाद Is Therefore He कुछ भी कर सकता Is,HOF
2794,"Then Too लिबरल, सेकुलर, leftist, feminist, bhand(dock) मीडिया, भांड(रंडी) Bollywood आदि Any  To भी terrorism का धर्म No Address Will work But कहीं Any Event हो जाये, बिना Some go If किसी has Any नारा लगा Gave So Complete हिन्दू Religion And हिन्दू Infamous double faced कहीं के",NOT
2795,अगर यही Hindu ने किया Would तो धर्म caste All Address Tax takes तू सुअर की offspring But This bite has Did Is So अब mouth In बवासीर Are गया तेरे Bhadvi,HOF
2796,"मेरठ के girl child आश्रय गृह में Hindu बच्चियों से 2 Year From rape Are Stayed था, और Imposter Yogi Dad #Hinduism to save Complete देश घूम Stayed Was |",NOT
2797,"When will you stop giving a bow to Islamists Fundamentalists, Fanatics & their supporters. Islam Apologist like you are more dangerous than Islamists fanatics themselves. :",NOT
2798,"careful, मोदी Yes To Any #नीच No कहेगा... Ok...?? https://twitter.com/Fekoslovakian/status/1126108510515675138?s=19 …",NOT
2799,80% Indians don't know net banking 90% Indians don't know about GST porn video acche with download Let's do h bhosdike,HOF
2800,रंडी She came mullahs की offspring Pappu Of मूत्र पीके,HOF
2801,"मुस्लिम और सिख If independence की War In Part नही take So देश Of PM अपनी years पुरानी Tea Did दुकान में Today Too झूठे Tumbler धो Stayed Would,, @ziddy_zoya",NOT
2802,"These See बेटी Help आंदोलन की To all Big सफलता BJP Leader rape के accused From Jail In मिलने जाते Is चेहरे But Any wrinkle नही . ये People Now देश चलायेंगे,,,",NOT
2803,abe haraam cage Whosoever Did उनकी Police paid Tax रही है you swag नफरत Why spread Stayed Is गलती दोनों Side से Is There Of People आपस में Neck भी mill लिया तू बंद कर Own दलाली तुझ like के Go As such Condition Is देश का,HOF
2804,उनके सविधान In रेप justified Is .. किसी Of Together Too .. #bastard #दोगले,NOT
2805,What पता #pragya_thakur Did Kind #ramrahim को भी #हरियाणा From Election to fight Did योजना हो..,NOT
2806,"Delhi In मंदिर In तोड़फोड़ शर्मनाक, कानून-व्यवस्था BJP Did Responsibility- कांग्रेस #Delhi https://abpnews.abplive.in/india-news/vandalisation-of-temple-violence-in-old-delhis-chawri-bazaar-condemnable-congress-1158747 …",NOT
2807,"Congress Party Of सभी Muslim leaders From इल्तज़ा Is That @RahulGandhi And Rajasthan सरकार Of रहनुमाओं से सवाल do otherwise Your Congress In कोई फायदा नही Only दलाली करना Filled तुम्हे dead proven करेगा,ज़िन्दा staying तुम्हारा कोई benefit no, because Silent रहोगे तो मुर्दे Will be called.! #Congress",HOF
2808,।। Tell This way This way #कमीने पड़े हुए Are इस holy Defeats But.. @radhikas025 @NehaShalini2 @renutiwari19932,HOF
2809,proven Are गया Is That vivecoberoi firm #pragya_thakur Did टोली के Fellow Is Earlier Insult Do फिर माफ़ी माँग Take भाई @narendramodi Of चेले Who Stay @RahulGandhi @priyankagandhi @bengsalmankahan @sanjaynirupam @ANI @abpnewstv,NOT
2810,"Mughal King They Lion थे जिन्होंने Power होते happened भी किसी निहत्थे To नही hit, History shero Of wrote जाता है jackals या transgender का No,,,",HOF
2811,"ये Who People है No वह You people money Give देकर उससे talk हो, fat Amount मुल्ले को देकर So enjoy Pakistan से पीछे Why रहना, Clean की Kind 30 Year Back नहीं Went भारत तो मेरे Name का Dog पाल Take. to come बाली generation will suffer Then तेरा Eye का tears गांड From will fall Now Tree Apply Fruit खाना.",HOF
2812,हरामी है in the year ।। Any  Too Girl की फोटो चुराती Is.,HOF
2813,"manishankar Iyer has #Lowly Said तो Congress Of Statement था, siddu इमरान Of Oath Assumption In gone तो Congress पाकिस्तान गयी, सेम Of Statement Congress Of बयान tell रहे थे, तो #आतंकी accused B J P प्रत्याशी Of बयान Too B J P का बयान Is आखिर #विषवमन So #नाग(पुर) #School की branch From ही सीखा Is Everyone",NOT
2814,"Actress Zaira ने 'Islam में अभिनय हराम' tell movies छोड़ीं। So What Meena, Madhubala saira, Shabana, Salman, शाहरुख , Rich, Etcetera हरामी हैं ? जस्ट पूछ रहा Huh",NOT
2815,यहाँ As far as That Me अनफ्रेंड Tax दिया गया And page पर Today comment कर रहा हूँ मुझे You ने सायद Therefore unfriend किया That My things That Time आप To maybe Wrong seem doing होंगी Who Was नही जो Truth To No स्वीकार पाया Time For him Self सिखा gives Is inserter कोई Person You Of इतने Higher Post But नही So Its Meaning यह No की उसको समझ No आप अब मंथन करें concerns do,NOT
2816,"2 दिन From social media But बवाल कटने Of बाद @Rahul Gandhi कोप भवन From Outside Out कर Tabrez Ansari पर tweets Are. राहुल Gandhi To Understand पड़ेगा That ट्विटर From राजनीति No was , सड़क But Alight Will happen , Each Some दिन Afterwards अलग अलग issues But दिल्ली जाम Doing Will happen No तो Pappu बने रहना है",NOT
2817,"Mumbai In last 24 hours में 26 Did Death, 44 Year में To all More बारिश.. लापरवाह सिस्टम ने Mumbai To 'dunk' दिया? देशहित @zeenevus 8.30 PM",NOT
2818,dogs Of Puppy. दल्ला। Badwa. Lowly की औलाद Is And evm को मेहेरबानी From हमारा next CM Is,HOF
2819,"कहानी study laid थी That राम has रावण को मारा Now the alleged has कहानी On the contrary Gave है,अब does Ravana Is Deed राम To made given, grammar भी उलट दी,मुमकिन?",NOT
2820,"बिल्कुल Correct, and One Thief की Death पे whore रोना भी।",HOF
2821,"abe boar Did औलाद बुखारी, साले Halala Did पैदाइश,अब अगर you Any कुत्ता kernel Did तो देश Of हिन्दू तुझे Home में enter Tax will kill । और Your Supporter हिजड़े Leader Too You saved नहीं पायेंगे । brother-in-law Lowly कटुए ।",HOF
2822,साली As you whore है Own तरे इसको भी Doing wanted है Allah has इस Dubra Naka religion In wallcome What है,HOF
2823,"Mumbai Of मलाड में 4 Religious peacekeepers द्वारा One #Male #dogs के साथ rape किया Went, उन्होंने उसके पैर बाँध दिए And gang has one one कर rape Did डॉग has Heavy bloodshed Did, Dog reproductive organ has Dog Did डेड रिपोर्ट की, Now They Any  To No बख्श रहे Are, Why भाई अब Any बचा है क्या ?",HOF
2824,"मुज़फ़्फ़रपुर अपडेट Muzaffarpur 97 वैशाली 15 Motihari 5 सीतामढ़ी 2 Samastipur 1 You All चुप have a sit Stay Religion Of fun लेते Cry, ये तो Natural Did देन Is come on then इस महीने Did?? सरकार Did Any जिम्मेदारी नही है। उम्मीद करता am These month And प्राकृतिक Any  राजनेता के Home Too Knock Give.",HOF
2825,"ये @darharshvardhan महानीच Bastard Is , mullo का Supporter and Hindus Of दुश्मन Is , हमेशा Eid पे Iftar पे Fake टोपी Wear पत्तल चाटने access go है , इस Did फटती Is Muslim troublemakers to write क़ो .",HOF
2826,I Ma. Prime Minister आदरणीय Mister @narendramodi Yes would like कि 'Forest नेशन वन on the election Discussion करने से बेहतर है You वन नेशन Forest एजुकेशन Of लिए सभी विपक्षी the parties Of Chairs To invited Tax Country मे One Education System Applicable to get के For emphasis दें So that गरीब And Rich To एक समान Education मिल Could,HOF
2827,A state in Eastern India Did जनता जब 30 से More बच्चियों के Together happened rape पर Street पर No आई So 130 children Did मौत But क्यों Will you come? : Ravish कुमार,HOF
2828,"Mehjabeen the walls In दब के I टूटा Was रिवाजों के Sao में choking घुटके Won था मेरी Bus So much C Mistake थी, जो Put किस्मत In Tota Was They अल्लाह Did Daughter Was, I ईश्वर का Son Was. Mind की Language में Explain और भी DIfficulty था Sin His Inspector Were अपना So to cut ही था",HOF
2829,"abe Dalle भडवें ममता Kulkarni नें Too धर्म of For Bollywood To छोड़ा था , His about In So You रंडी रोना No cried ' क्यों बे दल्ले !",HOF
2830,"#विश्व Of To all Cheap #Internet walked Of, #घर बैठे ही #सिलेंडर manga Of । कुछ #bastard asking Are.. #अच्छे_दिन_नही_आए_अभी_तक #radhe_radhe_friends",HOF
2831,"Lyrics तो ऐसे रहा Is As They #war_of_haldighati fighting Stayed Are. जान So stake पर engaged दिख No रही, On the other hand वो Dao पर Necessary दिख रहा Is, और वैसे emotions To Your As #कमीने सलाम Do Is..! @sambitswaraj @YEARS @BJP4India @zeenevus @HardikPatel_ @cincindia @abpnevastva @PMOIndia",HOF
2832,क्योकि They knows है middle class How many? #bastard was है ..,HOF
2833,These swagger Teacher लिखने gonna आचार्य नहीं Are सकता।।,HOF
2834,"Supreme court Of फ़ैसले From ये prove"" कर Gave, That सरकार का मतलब ""dictatorship"" नहीं Would is......pacific कनौजिया To Congrats.",HOF
2835,born Bastard Is you come on बाद In Bastard बनी है you Tomorrow To न्यूज़ In काम करना छोड़ दे Two We लोग क्या understand,HOF
2836,"रोहित सरदाना, Amish Devgan, सुधीर चौधरी, मानक Gupta, रूबिका, Anjana Om As dock Media के लगभग 99% Journalist Bengal मे If Sneeze Too Come go So मैदान मे jump पड़ते है... वहीं 21 B J P शासित the states In the killing, rape हो, come on Self Of चैनल Of Journalist To पुलिस पेशाब पिला दे Then Too Silent रहते है!",HOF
2837,सच्चाई = जय श्री राम मोब lynch helplessness = मुख्तार Abbas सड़क impression भीखारी = Broker Media जुदाई = jet Li Sushma Morning walk = अमित Shah बलंद आवाज = Loya Gauri Lankesh Dhrina = मुसलमान Dalit दुखियारी = जनता New india,HOF
2838,1977 से 2019 तक EVM Parliament From लेकर Judiciary As far as हर कसौटी पर true उतरी Is. EVM From अब तक 113 Assembly And 4 people सभा Election happened हैं और Diverse parties To the same EVM से Power In to come का मौका found Is But Now कुछ team Election Garland Went So Cry रहे हैं: पीएम Modi,HOF
2839,@KaDevender Shoes से Beat साले gimmick To Too Surrey you To Too साले Only नौटंकी Doing जानते है brother-in-law सब swag note गैंग स्व आये है न ...You Did Tati,HOF
2840,public crossroads But Take Go Of गोली मार देना चाहिए ऐसे सुअर Of offspring To,HOF
2841,"अबे boys Bhenchod These विडीओ In Muslim एंगल where से brought? Meaning Its लिए #सादिक Mine जिम्मेदार, So These चमकी Fever From 250 Children मरे, गोरखपुर In 300 Children मरे, 100+ सैनिक मरे, So Its Responsible your अब्बा Modi, Yogi, Nitish This के? the mind पूछ रिया",HOF
2842,Jab encounter would have hain toh phir Dard You is hi hota two sabsey jyada,NOT
2843,देश को अब पता Ambulatory paid Is कि भाजपा का real Speed चरित्र And चेहरा कैसा है ~ वो One terrorists #गोडसे को support करते Is And महात्मा Gandhi से hate ~ #प्रज्ञा_ठाकुर And Hegde ने There itself Said Who their बड़े Leader Always से say रहे Is ~ This only #Sweet Love #RSS aur #BJP Did Thinking Is ~ #AbHogaNYAY,HOF
2844,"जिस time Tabrez पर जुल्म Are Stayed Was उस time BJP Leader Abbas Naqvi And शहनवाज hussain चद्दर ओढ़ के So रहे थे,,,,",HOF
2845,Now ass मै Ice रख देना,HOF
2846,*Earlier People Any  आंटी को seeing So thinking Did काश आंटी की बेटी हो And आंटी मे Me My  दामाद made Take...* *But Now तो People You fucker These thinking है...की If only  आंटी ही Chudwa Take.....*,HOF
2847,abe RSS Of Ochre terrorists कुत्ते नेता Calmness Did बात कर रहे Is और तू pig दंगे to make चाहता Is What your Language From तो ऐसे ही seem Stayed Is कुत्ते Of पिल्ले,HOF
2848,उमेश Brother Victory Hind Victory India Vande Matram ये angle swag h Who बोल रहा h Did आप dirty Politics मत करो हमे Politics to do Of कोई Soak नही h हम किसी के pieces But नही जीते हम देश Did magnificence Of For live h भोसड़ीके your अंगुली Of Nails Little Like More Cut जाये तो तेरी ass burst के Hand In आ जाती ह,HOF
2849,"When Temple तोड़ा Go Stayed था, That भीड़ के support In Kejrival Of Minister Imran hussain भी came Were Gupta परिवार But हुए attack और Temple breakdown के मुद्दे But केजरीवाल Did चुप्पी criminal हैं झारखंड From taking Gurugram तक हर छोटे elder issues But to speak gonna At once गूंगा become गया ये चुप्पी embarrassing हैं",HOF
2850,तू ठरकी Is पूरे Day लड़की seen No to chastise start..,HOF
2851,पैसे how many खाए है These what? Tell me Each Talks b जे P का whore रोना crying रहते Are,HOF
2852,One shock और दो jama मस्जिद तोड़ Two Of नारा देने the ones भाजपा Member of parliament Witness my lord Of टिकट to cut पर What What To खुशी हुई Friends ? @Aqdas_shaikh_22 @HarunHk055771,HOF
2853,"अगर तलाक फोन But Give सकते Are ! So Namaz व्हाट्सएप But ग्रुप बनाकर Why नहीं पढ़ take, What Need Is the streets But गांड मराने Did?",HOF
2854,you भारत leave And नेपाल Go bhosdike They हिन्दू Nation Is These देश मुसलमानों Of है अगर India In Live है तो secular be made रहो,HOF
2855,"Sharma है ना तू, swag only Is तू",HOF
2856,मंदिर To Hand applying हो Madharchodo ass सूंघते will stay और फट के spread will you go Correct From रहो And रहने Two,HOF
2857,motherfucker ..... Muslim भडुये Kafir Lyrics Of तू अपनी caste Earlier only tell चुका हैं।,HOF
2858,2014 मोई Yes Of भाषण #Lowly जी Says Was 100 दिन दीजिये Dawood को dragging happened will bring पांच Year गुज़र gone क्या Tax लिया?? #रहा_नीच_का_नीच,HOF
2859,pig Bukhari अब Your कौम Of अंत Close coming जा रहा हैं This much Understanding Take,HOF
2860,"Mahatma Gandhi has दिल्ली स्थित मंदिर में Own Prayer Meeting के during Namaz read, जिसका Temple Of पुजारी From लेकर all हिन्दुओं ने Oppose Did, लेकिन गांधी has This Oppose To bypassing कर Gave लेकिन Mahatma Gandhi एक बार भी किसी Mosque In by going Gita का Lesson,  to do की Courage नहीं जुटा Could",HOF
2861,Are I Bastard am I just हरामि छु। because तिमिहरुको by behavior मलाइ I lose हुन बाध्य बनाउछ।,HOF
2862,Who हिन्दू होकर bitches Did तरफदारी करें stigma So वो only Is. Smooth silence बातों From रंडी भी Happy  Are take हैं,HOF
2863,Your As boar की offspring के Channel को आतंकी लिखने In Shame आ doing है 'youths',HOF
2864,These भड़वा Where? From Parliament में send दिए Rampur वाले?,HOF
2865,अल Pillow मास्टर Is ये Jihadi pig,HOF
